"species_code","scientific_name","common_name","is_resident","breeding_quality","breeding_start","breeding_end","nonbreeding_quality","nonbreeding_start","nonbreeding_end","postbreeding_migration_quality","postbreeding_migration_start","postbreeding_migration_end","prebreeding_migration_quality","prebreeding_migration_start","prebreeding_migration_end","resident_quality","resident_start","resident_end","has_trends","trends_season","trends_region","trends_start_year","trends_end_year","trends_start_date","trends_end_date","rsquared","beta0"
"easblu","Sialia sialis","Eastern Bluebird",FALSE,"3",2022-05-17,2022-08-23,"3",2022-11-29,2022-02-22,"3",2022-09-06,2022-11-22,"3",2022-03-01,2022-05-10,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-17","08-23",0.8741785613975,-0.0899816801524543
"easkin","Tyrannus tyrannus","Eastern Kingbird",FALSE,"3",2022-06-07,2022-07-26,"3",2022-11-15,2022-03-01,"3",2022-08-02,2022-11-08,"3",2022-03-08,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","07-26",0.92068503583942,0.123981977977813
"easmea","Sturnella magna","Eastern Meadowlark",FALSE,"3",2022-04-19,2022-07-19,"3",2022-11-22,2022-02-15,"3",2022-07-26,2022-11-15,"3",2022-02-22,2022-04-12,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-19","07-19",0.871528103458173,0.163100491590355
"easowl1","Megascops asio","Eastern Screech-Owl",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"12-06","05-10",0.842066932275125,0.0817779542968314
"easpho","Sayornis phoebe","Eastern Phoebe",FALSE,"3",2022-05-17,2022-08-09,"3",2022-12-27,2022-02-15,"3",2022-08-23,2022-12-20,"3",2022-02-22,2022-05-10,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-17","08-09",0.897991067973861,0.0304543358305922
"easros1","Platycercus eximius","Eastern Rosella",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"07-19","10-18",0.849018664326685,0.45535239795965
"easspi1","Acanthorhynchus tenuirostris","Eastern Spinebill",FALSE,"3",2022-11-01,2022-03-29,"3",2022-05-24,2022-08-16,"3",2022-04-05,2022-05-17,"3",2022-08-23,2022-10-25,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"eastow","Pipilo erythrophthalmus","Eastern Towhee",FALSE,"3",2022-06-07,2022-09-13,"3",2022-12-06,2022-03-01,"3",2022-09-20,2022-11-29,"3",2022-03-08,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","09-13",0.871322938760375,-0.0964077785224891
"easwhi1","Psophodes olivaceus","Eastern Whipbird",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"06-07","10-25",0.728777764365133,1.31941417098488
"easwpw1","Antrostomus vociferus","Eastern Whip-poor-will",FALSE,"3",2022-05-31,2022-08-02,"0",NA,NA,"0",NA,NA,"3",2022-02-22,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","08-02",0.64623693122336,1.93119132866407
"eawpew","Contopus virens","Eastern Wood-Pewee",FALSE,"3",2022-06-14,2022-08-02,"3",2022-12-13,2022-02-15,"3",2022-08-09,2022-12-06,"3",2022-02-22,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","08-02",0.884320950536274,0.35054578708864
"egygoo","Alopochen aegyptiaca","Egyptian Goose",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"08-09","12-27",0.647480025339007,1.21788480875108
"eleeup1","Chlorophonia elegantissima","Elegant Euphonia",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"11-29","03-29",0.738344684376898,0.607417789076649
"eleter1","Thalasseus elegans","Elegant Tern",FALSE,"3",2022-05-03,2022-06-14,"3",2022-12-13,2022-02-08,"3",2022-06-21,2022-12-06,"3",2022-02-15,2022-04-26,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"eletro","Trogon elegans","Elegant Trogon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"02-01","05-17",0.676693093299584,-1.22697209888793
"empgoo","Anser canagicus","Emperor Goose",FALSE,"3",2022-05-31,2022-06-21,"2",2022-11-01,2022-04-19,"2",2022-08-23,2022-10-25,"2",2022-04-26,2022-05-24,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"eubeat1","Merops apiaster","European Bee-eater",FALSE,"2",2022-06-07,2022-07-26,"1",2022-11-29,2022-02-22,"2",2022-08-02,2022-11-22,"2",2022-03-01,2022-05-31,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"eucdov","Streptopelia decaocto","Eurasian Collared-Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"12-20","03-15",0.88013823075656,0.0910011641134202
"eugori2","Oriolus oriolus","Eurasian Golden Oriole",FALSE,"2",2022-06-07,2022-08-02,"1",2022-11-15,2022-01-11,"2",2022-08-09,2022-11-08,"2",2022-03-15,2022-05-31,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"eugplo","Pluvialis apricaria","European Golden-Plover",FALSE,"2",2022-06-07,2022-06-21,"2",2022-12-27,2022-01-25,"2",2022-06-28,2022-12-20,"2",2022-02-01,2022-04-26,NA,NA,NA,TRUE,"nonbreeding","iberia",2013,2021,"12-27","01-25",0.495020930068744,1.16720610984855
"eurbla","Turdus merula","Eurasian Blackbird",FALSE,"3",2022-04-26,2022-08-16,"2",2022-11-29,2022-02-08,"2",2022-08-23,2022-11-22,"2",2022-02-15,2022-04-19,NA,NA,NA,TRUE,"breeding","iberia",2014,2022,"04-26","08-16",0.835877362338986,-0.070675121591516
"eurcrm1","Ptyonoprogne rupestris","Eurasian Crag-Martin",FALSE,"2",2022-05-17,2022-08-30,"2",2022-11-22,2022-01-25,"2",2022-09-06,2022-11-15,"2",2022-02-01,2022-05-10,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"eurgol","Carduelis carduelis","European Goldfinch",FALSE,"2",2022-04-05,2022-07-26,"2",2022-08-02,2022-03-29,"0",NA,NA,"0",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"eurgri1","Gyps fulvus","Eurasian Griffon",FALSE,"2",2022-05-31,2022-09-06,"2",2022-09-13,2022-05-24,"0",NA,NA,"0",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"eurjay1","Garrulus glandarius","Eurasian Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","turkey_plus",2016,2022,"01-04","12-27",0.785938766570626,0.0137380215864503
"eurkes","Falco tinnunculus","Eurasian Kestrel",FALSE,"2",2022-05-24,2022-08-16,"2",2022-11-15,2022-02-15,"2",2022-08-23,2022-11-08,"2",2022-02-22,2022-05-17,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"eurmag1","Pica pica","Eurasian Magpie",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"euroys1","Haematopus ostralegus","Eurasian Oystercatcher",FALSE,"2",2022-05-31,2022-06-28,"2",2022-11-15,2022-02-08,"2",2022-08-09,2022-11-08,"1",2022-02-15,2022-03-22,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"eurrob1","Erithacus rubecula","European Robin",FALSE,"3",2022-04-19,2022-08-09,"3",2022-11-08,2022-03-01,"3",2022-08-16,2022-11-01,"3",2022-03-08,2022-04-12,NA,NA,NA,TRUE,"breeding","iberia",2014,2022,"04-19","08-09",0.813634431757823,0.282385301854846
"eurser1","Serinus serinus","European Serin",FALSE,"3",2022-04-19,2022-08-02,"3",2022-01-18,2022-02-01,"3",2022-08-09,2022-01-11,"3",2022-02-08,2022-04-12,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"eursta","Sturnus vulgaris","European Starling",FALSE,"3",2022-04-19,2022-08-30,"3",2022-12-06,2022-02-01,"3",2022-09-06,2022-11-29,"3",2022-02-08,2022-04-12,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-19","08-30",0.860832042785651,0.259628709192324
"eutspa","Passer montanus","Eurasian Tree Sparrow",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"11-01","02-15",0.759175256510941,0.780383478523474
"evegro","Coccothraustes vespertinus","Evening Grosbeak",FALSE,"2",2022-05-31,2022-08-30,"2",2022-11-29,2022-04-12,"2",2022-09-06,2022-11-22,"2",2022-04-19,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","08-30",0.779343869088299,-0.10036160805441
"faimar2","Petrochelidon ariel","Fairy Martin",FALSE,"1",2022-08-02,2022-02-22,"1",2022-05-24,2022-07-05,"0",NA,NA,"0",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"fatcuc1","Cacomantis flabelliformis","Fan-tailed Cuckoo",FALSE,"2",2022-10-18,2022-04-19,"2",2022-06-07,2022-07-19,"0",NA,NA,"0",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"fepowl","Glaucidium brasilianum","Ferruginous Pygmy-Owl",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"12-20","03-08",0.85061576684127,0.556263823072842
"ferhaw","Buteo regalis","Ferruginous Hawk",FALSE,"3",2022-05-10,2022-07-26,"3",2022-12-13,2022-02-15,"3",2022-08-02,2022-12-06,"3",2022-02-22,2022-05-03,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"fernbi1","Poodytes punctatus","New Zealand Fernbird",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"fiediu1","Pyrope pyrope","Fire-eyed Diucon",FALSE,"3",2022-11-01,2022-03-08,"2",2022-08-02,2022-09-27,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","south_america",2014,2021,"11-01","03-08",0.645168004246931,0.865550819292466
"fiespa","Spizella pusilla","Field Sparrow",FALSE,"3",2022-05-24,2022-09-13,"3",2022-11-29,2022-02-22,"3",2022-09-20,2022-11-22,"3",2022-03-01,2022-05-17,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-24","09-13",0.905707312148922,-0.0349421998631812
"fiscro","Corvus ossifragus","Fish Crow",FALSE,"3",2022-04-05,2022-08-30,"3",2022-11-22,2022-02-01,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-05","08-30",0.834815431094358,0.169628414523675
"flaowl","Psiloscops flammeolus","Flammulated Owl",FALSE,"2",2022-05-31,2022-07-05,"0",NA,NA,"0",NA,NA,"2",2022-03-22,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","07-05",0.578192972610261,0.888761450856137
"flarob1","Petroica phoenicea","Flame Robin",FALSE,"3",2022-10-04,2022-03-01,"2",2022-05-24,2022-08-02,"2",2022-03-08,2022-05-17,"2",2022-08-09,2022-09-27,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"flsjay","Aphelocoma coerulescens","Florida Scrub-Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"11-29","04-12",0.674956458622213,0.0116225926289599
"forrav1","Corvus tasmanicus","Forest Raven",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"09-20","11-22",0.659931910255037,0.11670095041229
"forter","Sterna forsteri","Forster's Tern",FALSE,"3",2022-06-07,2022-07-12,"3",2022-12-13,2022-03-08,"3",2022-07-19,2022-12-06,"3",2022-03-15,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","07-12",0.732890399723872,1.14289137238866
"fotfly","Tyrannus savana","Fork-tailed Flycatcher",FALSE,"3",2022-11-22,2022-01-11,"3",2022-05-24,2022-07-12,"3",2022-01-18,2022-05-17,"3",2022-07-19,2022-11-15,NA,NA,NA,TRUE,"breeding","south_america",2014,2021,"11-22","01-11",0.737127466744092,0.417067597017903
"foxspa","Passerella iliaca","Fox Sparrow",FALSE,"3",2022-05-24,2022-08-02,"3",2022-12-27,2022-02-15,"3",2022-08-16,2022-12-20,"3",2022-02-22,2022-05-17,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"12-27","02-15",0.843817660479296,-0.256723501959201
"fragul","Leucophaeus pipixcan","Franklin's Gull",FALSE,"3",2022-06-07,2022-07-12,"3",2022-12-27,2022-02-15,"3",2022-07-19,2022-12-20,"3",2022-02-22,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","07-12",0.738524384148796,0.144275691410168
"fuwduc","Dendrocygna bicolor","Fulvous Whistling-Duck",FALSE,"2",2022-05-10,2022-08-16,"2",2022-11-29,2022-02-15,"2",2022-08-23,2022-11-22,"2",2022-02-22,2022-05-03,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-10","08-16",0.628061513716667,0.711002968090227
"gadwal","Mareca strepera","Gadwall",FALSE,"2",2022-06-07,2022-07-26,"3",2022-12-20,2022-01-25,"2",2022-08-02,2022-12-13,"2",2022-02-01,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","07-26",0.852073385834943,0.332339946688527
"gagcoc1","Callocephalon fimbriatum","Gang-gang Cockatoo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"galah","Eolophus roseicapilla","Galah",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"07-19","09-27",0.843723850021821,0.0613263756152981
"gamqua","Callipepla gambelii","Gambel's Quail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-25","05-10",0.875548759924774,0.209867030527628
"gartro1","Trogon caligatus","Gartered Trogon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-25","05-10",0.891341157149329,-0.165061719036735
"gbbgul","Larus marinus","Great Black-backed Gull",FALSE,"3",2022-05-24,2022-09-06,"2",2022-11-08,2022-03-15,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-24","09-06",0.661060953268329,0.883656829110359
"gbwwre1","Henicorhina leucophrys","Gray-breasted Wood-Wren",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"09-20","12-20",0.733892193446789,0.96581389931114
"gchwar","Setophaga chrysoparia","Golden-cheeked Warbler",FALSE,"3",2022-04-19,2022-05-31,"3",2022-08-30,2022-03-01,"2",2022-07-05,2022-08-16,"3",2022-03-08,2022-04-12,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-19","05-31",0.723226332641198,0.777938813678379
"gcrfin","Leucosticte tephrocotis","Gray-crowned Rosy-Finch",FALSE,"3",2022-05-17,2022-09-13,"2",2022-11-15,2022-12-27,"2",2022-09-20,2022-11-08,"2",2022-03-08,2022-05-10,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"gcrwar","Basileuterus culicivorus","Golden-crowned Warbler",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-25","05-31",0.814432613529285,0.725363413667439
"giahum1","Patagona gigas","Giant Hummingbird",FALSE,"3",2022-09-06,2022-02-08,"3",2022-04-12,2022-05-31,"3",2022-02-15,2022-04-05,"3",2022-06-07,2022-08-30,NA,NA,NA,TRUE,"breeding","south_america",2014,2021,"09-06","02-08",0.536810401012674,1.6493188021587
"gilfli","Colaptes chrysoides","Gilded Flicker",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"12-06","03-15",0.796976944256217,0.897363772398028
"gilwoo","Melanerpes uropygialis","Gila Woodpecker",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"12-06","03-22",0.896652206200586,-0.0568333799582505
"glagul","Larus hyperboreus","Glaucous Gull",FALSE,"2",2022-05-31,2022-06-28,"2",2022-01-18,2022-01-25,"2",2022-11-01,2022-01-04,"2",2022-03-08,2022-05-10,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"glbcoc1","Calyptorhynchus lathami","Glossy Black-Cockatoo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"gloibi","Plegadis falcinellus","Glossy Ibis",FALSE,"2",2022-05-03,2022-07-19,"2",2022-11-15,2022-02-15,"2",2022-07-26,2022-11-08,"2",2022-02-22,2022-04-26,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-03","07-19",0.676333901764678,0.290720787487686
"glwgul","Larus glaucescens","Glaucous-winged Gull",FALSE,"3",2022-05-24,2022-06-28,"3",2022-12-06,2022-03-01,"3",2022-07-05,2022-11-29,"3",2022-03-08,2022-05-17,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"12-06","03-01",0.723042699247982,0.319754012371931
"gnbman","Anthracothorax prevostii","Green-breasted Mango",FALSE,"2",2022-01-11,2022-10-11,"2",2022-10-18,2022-01-04,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"01-11","10-11",0.778542407660845,-0.110082501174863
"gnttow","Pipilo chlorurus","Green-tailed Towhee",FALSE,"3",2022-06-21,2022-08-02,"3",2022-11-08,2022-03-15,"3",2022-08-09,2022-11-01,"3",2022-03-22,2022-06-14,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-21","08-02",0.830239583062595,0.273859456055247
"gnwtea","Anas crecca","Green-winged Teal",FALSE,"2",2022-06-07,2022-07-26,"3",2022-12-27,2022-01-25,"3",2022-08-02,2022-12-20,"3",2022-02-01,2022-05-31,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"12-27","01-25",0.746752968470303,0.200935374159677
"gockin","Regulus satrapa","Golden-crowned Kinglet",FALSE,"3",2022-05-24,2022-08-23,"3",2022-11-29,2022-03-01,"3",2022-08-30,2022-11-22,"3",2022-03-08,2022-05-17,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-24","08-23",0.803168175479342,0.62895339078033
"gocspa","Zonotrichia atricapilla","Golden-crowned Sparrow",FALSE,"3",2022-06-14,2022-08-02,"3",2022-11-22,2022-03-15,"3",2022-09-06,2022-11-15,"3",2022-03-22,2022-06-07,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"11-22","03-15",0.886855538824519,0.0985770368214568
"gocwoo1","Melanerpes chrysogenys","Golden-cheeked Woodpecker",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"goftyr1","Zimmerius chrysops","Golden-faced Tyrannulet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"07-19","11-08",0.750342621740458,0.952139799593075
"gofwoo","Melanerpes aurifrons","Golden-fronted Woodpecker",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-11","05-10",0.882234307727544,0.0190424844008984
"gohtan1","Stilpnia larvata","Golden-hooded Tanager",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"goldcr1","Regulus regulus","Goldcrest",FALSE,"2",2022-05-17,2022-08-30,"2",2022-12-06,2022-03-08,"0",NA,NA,"0",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"goleag","Aquila chrysaetos","Golden Eagle",FALSE,"2",2022-06-07,2022-08-23,"2",2022-12-06,2022-02-01,"2",2022-08-30,2022-11-29,"2",2022-02-08,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","08-23",0.846403577963602,0.802178909172092
"goltan1","Tangara arthus","Golden Tanager",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"07-19","10-11",0.733111682802037,0.449924567971959
"golwhi1","Pachycephala pectoralis","Golden Whistler",FALSE,"3",2022-12-27,2022-02-08,"3",2022-04-26,2022-08-09,"3",2022-02-15,2022-04-19,"3",2022-08-16,2022-12-20,NA,NA,NA,TRUE,"breeding","aus_nz",2013,2021,"12-27","02-08",0.712768010869375,1.4682520582042
"gowwar","Vermivora chrysoptera","Golden-winged Warbler",FALSE,"3",2022-06-14,2022-07-26,"3",2022-11-08,2022-03-22,"3",2022-08-02,2022-11-01,"3",2022-03-29,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","07-26",0.620193134690733,2.12675350982631
"gragra1","Quiscalus niger","Greater Antillean Grackle",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"grahon5","Microptilotis imitatrix","Cryptic Honeyeater",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"grasal2","Saltator grandis","Cinnamon-bellied Saltator",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"graspa","Ammodramus savannarum","Grasshopper Sparrow",FALSE,"3",2022-06-07,2022-07-19,"3",2022-11-29,2022-02-15,"3",2022-07-26,2022-11-22,"3",2022-02-22,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","07-19",0.882512440908063,0.465018117349344
"grawar","Setophaga graciae","Grace's Warbler",FALSE,"2",2022-05-17,2022-08-30,"3",2022-10-25,2022-03-08,"3",2022-09-06,2022-10-18,"3",2022-03-15,2022-05-10,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-17","08-30",0.79597801469228,0.123747543123603
"grbani","Crotophaga sulcirostris","Groove-billed Ani",FALSE,"3",2022-05-03,2022-08-23,"3",2022-11-08,2022-04-05,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-03","08-23",0.856713767140656,-0.0699715789775825
"grbfir1","Sephanoides sephaniodes","Green-backed Firecrown",FALSE,"3",2022-11-22,2022-04-26,"2",2022-06-14,2022-08-30,"2",2022-05-03,2022-06-07,"2",2022-09-06,2022-11-15,NA,NA,NA,TRUE,"breeding","south_america",2014,2021,"11-22","04-26",0.624965658285396,-0.193883418751765
"grbher3","Ardea herodias","Great Blue Heron",FALSE,"3",2022-05-10,2022-06-28,"3",2022-12-27,2022-01-25,"3",2022-07-05,2022-12-20,"3",2022-02-01,2022-05-03,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-10","06-28",0.780064413245969,-0.00760897929060445
"grbtit1","Parus monticolus","Green-backed Tit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"grcfly","Myiarchus crinitus","Great Crested Flycatcher",FALSE,"3",2022-06-07,2022-08-09,"3",2022-10-25,2022-03-01,"3",2022-08-16,2022-10-18,"3",2022-03-08,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","08-09",0.926444020149468,-0.195015167834502
"greani1","Crotophaga major","Greater Ani",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"09-13","12-20",0.771081420917883,-0.119274324864239
"grecat1","Ailuroedus crassirostris","Green Catbird",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"grecor","Phalacrocorax carbo","Great Cormorant",FALSE,"2",2022-05-31,2022-08-02,"2",2022-11-08,2022-03-15,"2",2022-09-13,2022-11-01,"2",2022-03-22,2022-05-24,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"11-08","03-15",0.864192389583485,0.406326657240139
"grecou1","Centropus sinensis","Greater Coucal",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","india_se_asia",2015,2022,"04-26","07-19",0.891587747992406,0.451098370195608
"greegr","Ardea alba","Great Egret",FALSE,"2",2022-05-03,2022-09-06,"2",2022-11-22,2022-03-08,"2",2022-09-13,2022-11-15,"2",2022-03-15,2022-04-26,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-03","09-06",0.768356071506823,0.376396774008323
"grefla2","Phoenicopterus ruber","American Flamingo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"gregre1","Podiceps major","Great Grebe",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"grehon1","Chlorophanes spiza","Green Honeycreeper",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"08-09","10-11",0.668350144327422,1.36144244276372
"grejun2","Gallus sonneratii","Gray Junglefowl",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
