"state","state_name","species_code","common_name","scientific_name","percent_pop_breeding","percent_pop_postbreeding_migration","percent_pop_nonbreeding","percent_pop_prebreeding_migration","max_week_season","max_week","max_week_percent_pop","state_rank_breeding","breeding_habitat_primary","breeding_habitat_secondary"
"GA","Georgia","magwar","Magnolia Warbler","Setophaga magnolia",0,1.42,0,0.04,"postbreeding_migration","10-11",6.951,NA,"Forests:  Boreal","Forests:  Temperate Eastern"
"GA","Georgia","mallar3","Mallard","Anas platyrhynchos",0.03,0.01,0.01,0.01,"breeding","07-05",0.06198,"41 of 48","Wetlands:  Generalist",NA
"GA","Georgia","margod","Marbled Godwit","Limosa fedoa",0.03,0.16,0.3,0.1,"nonbreeding","02-22",0.7109,"11 of 15","Wetlands:  Seasonally Wet Grasslands","Wetlands:  Tundra"
"GA","Georgia","marwre","Marsh Wren","Cistothorus palustris",0.28,0.28,0.62,0.57,"prebreeding_migration","04-12",0.9608,"22 of 38","Wetlands:  Freshwater Marsh",NA
"GA","Georgia","merlin","Merlin","Falco columbarius",0,0.02,0.07,0.01,"nonbreeding","12-06",0.181,NA,"Forests:  Boreal","Open Country:  Habitat Mosaic"
"GA","Georgia","miskit","Mississippi Kite","Ictinia mississippiensis",7.35,0.23,0,0.89,"breeding","08-02",9.761,"5 of 20","Forests:  Temperate Eastern",NA
"GA","Georgia","motduc","Mottled Duck","Anas fulvigula",0.07,0.07,0.07,0.07,"resident","year round resident",NA,"7 of 8","Wetlands:  Freshwater Marsh",NA
"GA","Georgia","moudov","Mourning Dove","Zenaida macroura",1.45,1.48,2,1.55,"nonbreeding","02-01",2.314,"16 of 48","Open Country:  Habitat Mosaic","Open Country:  Developed/Disturbed"
"GA","Georgia","norbob","Northern Bobwhite","Colinus virginianus",3.83,3.83,3.83,3.83,"resident","year round resident",NA,"7 of 24","Open Country:  Habitat Mosaic","Forests:  Tropical Dry"
"GA","Georgia","norcar","Northern Cardinal","Cardinalis cardinalis",4.91,4.91,4.91,4.91,"resident","year round resident",NA,"4 of 40","Open Country:  Habitat Mosaic","Aridlands:  Desert Scrub"
"GA","Georgia","norfli","Northern Flicker","Colaptes auratus",0.35,1.22,2.29,0.81,"nonbreeding","01-18",2.473,"33 of 49","Forests:  Generalist",NA
"GA","Georgia","norhar2","Northern Harrier","Circus hudsonius",0,0.27,0.71,0.16,"nonbreeding","12-20",0.8255,NA,"Grasslands:  Temperate","Wetlands:  Freshwater Marsh"
"GA","Georgia","normoc","Northern Mockingbird","Mimus polyglottos",3.11,3.99,3.41,3.48,"postbreeding_migration","09-27",4.791,"5 of 40","Open Country:  Habitat Mosaic",NA
"GA","Georgia","norpar","Northern Parula","Setophaga americana",3.72,4.58,0,7.93,"prebreeding_migration","03-22",16.19,"5 of 30","Forests:  Temperate Eastern","Forests:  Boreal"
"GA","Georgia","norsho","Northern Shoveler","Spatula clypeata",0,0,0.01,0,"nonbreeding","12-27",0.01199,NA,"Wetlands:  Seasonally Wet Grasslands","Wetlands:  Freshwater Marsh"
"GA","Georgia","norwat","Northern Waterthrush","Parkesia noveboracensis",0,0.29,0,0.08,"prebreeding_migration","04-26",3.977,NA,"Forests:  Boreal","Forests:  Temperate Eastern"
"GA","Georgia","nrwswa","Northern Rough-winged Swallow","Stelgidopteryx serripennis",3.24,3.11,0,1.39,"postbreeding_migration","08-23",5.516,"3 of 48","Open Country Aerial:  Habitat Mosaic","Wetlands Aerial:  Lakes and Rivers"
"GA","Georgia","nstspa","Nelson's Sparrow","Ammospiza nelsoni",0,0.09,8.12,0.02,"nonbreeding","01-11",20.85,NA,"Wetlands:  Seasonally Wet Grasslands","Coasts:  Saltmarsh"
"GA","Georgia","orcori","Orchard Oriole","Icterus spurius",2.46,0.58,0,2.8,"prebreeding_migration","04-19",5.088,"14 of 38","Forests:  Temperate Eastern",NA
"GA","Georgia","orcwar","Orange-crowned Warbler","Leiothlypis celata",0,0.09,1.01,0.07,"nonbreeding","12-06",1.273,NA,"Forests:  Temperate Western","Forests:  Boreal"
"GA","Georgia","osprey","Osprey","Pandion haliaetus",0.95,0.41,0.14,0.85,"prebreeding_migration","03-29",1.53,"16 of 46","Wetlands:  Lakes and Rivers","Coasts:  Saltmarsh"
"GA","Georgia","ovenbi1","Ovenbird","Seiurus aurocapilla",0.16,0.35,0,0.69,"prebreeding_migration","04-12",5.974,"25 of 34","Forests:  Temperate Eastern","Forests:  Boreal"
"GA","Georgia","paibun","Painted Bunting","Passerina ciris",0.75,0.66,0.01,0.67,"postbreeding_migration","09-27",2.787,"7 of 13","Forests:  Temperate Eastern","Forests:  Tropical Dry"
"GA","Georgia","palwar","Palm Warbler","Setophaga palmarum",0,4.88,8.33,4.75,"prebreeding_migration","04-12",19.91,NA,"Wetlands:  Boreal",NA
"GA","Georgia","parjae","Parasitic Jaeger","Stercorarius parasiticus",0,0,0.19,0,"nonbreeding","02-22",0.9355,NA,"Wetlands:  Tundra","Tundra:  Arctic"
"GA","Georgia","pecsan","Pectoral Sandpiper","Calidris melanotos",0,0.58,0,0.01,"postbreeding_migration","09-06",1.495,NA,"Wetlands:  Tundra",NA
"GA","Georgia","perfal","Peregrine Falcon","Falco peregrinus",0,0.01,0.01,0,"postbreeding_migration","10-11",0.1441,NA,"Open Country:  Habitat Mosaic","Open Country:  Developed/Disturbed"
"GA","Georgia","phivir","Philadelphia Vireo","Vireo philadelphicus",0,0.15,0,0,"postbreeding_migration","10-04",2.11,NA,"Forests:  Boreal",NA
"GA","Georgia","pibgre","Pied-billed Grebe","Podilymbus podiceps",0.15,1.08,2.87,1.18,"postbreeding_migration","12-06",3.68,"22 of 37","Wetlands:  Freshwater Marsh",NA
"GA","Georgia","pilwoo","Pileated Woodpecker","Dryocopus pileatus",4.83,4.83,4.83,4.83,"resident","year round resident",NA,"1 of 40","Forests:  Temperate Generalist",NA
"GA","Georgia","pinsis","Pine Siskin","Spinus pinus",0,0.03,0.11,0.01,"nonbreeding","01-04",0.3689,NA,"Forests:  Boreal","Forests:  Temperate Western"
"GA","Georgia","pinwar","Pine Warbler","Setophaga pinus",8.79,12.47,14.55,13.38,"prebreeding_migration","02-08",16.78,"1 of 32","Forests:  Temperate Eastern",NA
"GA","Georgia","pipplo","Piping Plover","Charadrius melodus",0,2.8,4.05,2.41,"nonbreeding","01-11",10.18,NA,"Coasts:  Beach and Estuary","Wetlands:  Lakes and Rivers"
"GA","Georgia","prawar","Prairie Warbler","Setophaga discolor",6.91,3.89,0,8.57,"prebreeding_migration","04-05",15.96,"8 of 29","Forests:  Temperate Eastern",NA
"GA","Georgia","prowar","Prothonotary Warbler","Protonotaria citrea",3.39,1.06,0,3.75,"prebreeding_migration","04-05",4.734,"9 of 27","Wetlands:  Forested","Forests:  Temperate Eastern"
"GA","Georgia","purfin","Purple Finch","Haemorhous purpureus",0,0.72,1.56,0.07,"postbreeding_migration","12-20",4.487,NA,"Forests:  Boreal","Forests:  Temperate Western"
"GA","Georgia","purgal2","Purple Gallinule","Porphyrio martinica",0.04,0.01,0,0.01,"breeding","08-23",0.06637,"7 of 9","Wetlands:  Freshwater Marsh",NA
"GA","Georgia","purmar","Purple Martin","Progne subis",4.68,0.24,0,0.16,"prebreeding_migration","02-22",13.65,"4 of 40","Open Country Aerial:  Habitat Mosaic","Wetlands Aerial:  Lakes and Rivers"
"GA","Georgia","rebmer","Red-breasted Merganser","Mergus serrator",0,0.02,0.65,0.11,"nonbreeding","01-04",1.408,NA,"Wetlands:  Tundra","Wetlands:  Boreal"
"GA","Georgia","rebnut","Red-breasted Nuthatch","Sitta canadensis",0.01,0.01,0.03,0.01,"nonbreeding","01-04",0.06022,"30 of 30","Forests:  Boreal","Forests:  Temperate Western"
"GA","Georgia","rebwoo","Red-bellied Woodpecker","Melanerpes carolinus",5.94,5.94,5.94,5.94,"resident","year round resident",NA,"4 of 38","Forests:  Temperate Eastern",NA
"GA","Georgia","recwoo","Red-cockaded Woodpecker","Dryobates borealis",13.41,13.41,13.41,13.41,"resident","year round resident",NA,"3 of 11","Forests:  Temperate Eastern",NA
"GA","Georgia","redcro","Red Crossbill","Loxia curvirostra",0,0,0.01,0,"nonbreeding","01-18",0.03852,NA,"Forests:  Temperate Generalist",NA
"GA","Georgia","redegr","Reddish Egret","Egretta rufescens",0.02,0.02,0.02,0.02,"resident","year round resident",NA,"7 of 8","Coasts:  Mangroves","Coasts:  Beach and Estuary"
"GA","Georgia","redhea","Redhead","Aythya americana",0,0.01,0.03,0.05,"prebreeding_migration","02-22",0.2977,NA,"Wetlands:  Seasonally Wet Grasslands","Wetlands:  Freshwater Marsh"
"GA","Georgia","redkno","Red Knot","Calidris canutus",0.34,0.37,0.56,1.07,"prebreeding_migration","05-03",1.935,"4 of 8","Tundra:  Arctic",NA
"GA","Georgia","reevir1","Red-eyed Vireo","Vireo olivaceus",0.77,1.5,0,2.69,"prebreeding_migration","04-12",8.338,"22 of 42","Forests:  Temperate Generalist",NA
"GA","Georgia","rehwoo","Red-headed Woodpecker","Melanerpes erythrocephalus",5.38,6.53,11.6,6.9,"nonbreeding","04-12",14.12,"5 of 35","Forests:  Temperate Eastern",NA
"GA","Georgia","reshaw","Red-shouldered Hawk","Buteo lineatus",7.89,7.51,7.87,7.89,"prebreeding_migration","02-22",8.62,"3 of 38","Forests:  Temperate Eastern","Forests:  Temperate Western"
"GA","Georgia","rethaw","Red-tailed Hawk","Buteo jamaicensis",0.93,0.83,1.11,0.86,"nonbreeding","02-08",1.241,"25 of 49","Open Country:  Habitat Mosaic",NA
"GA","Georgia","retloo","Red-throated Loon","Gavia stellata",0,0,0.26,0,"nonbreeding","01-18",0.4809,NA,"Wetlands:  Tundra","Wetlands:  Boreal"
"GA","Georgia","rewbla","Red-winged Blackbird","Agelaius phoeniceus",0.46,1.05,4.09,2.01,"nonbreeding","01-11",5.723,"33 of 48","Open Country:  Habitat Mosaic","Wetlands:  Freshwater Marsh"
"GA","Georgia","ribgul","Ring-billed Gull","Larus delawarensis",0,0.3,1.55,0.3,"nonbreeding","01-25",1.671,NA,"Wetlands:  Generalist",NA
"GA","Georgia","rinduc","Ring-necked Duck","Aythya collaris",0,0.42,0.86,0.13,"postbreeding_migration","12-06",1.643,NA,"Wetlands:  Boreal",NA
"GA","Georgia","robgro","Rose-breasted Grosbeak","Pheucticus ludovicianus",0,1.5,0,0.51,"postbreeding_migration","10-11",8.476,NA,"Forests:  Temperate Eastern",NA
"GA","Georgia","rocpig","Rock Pigeon","Columba livia",0.01,0.01,0.01,0.01,"resident","year round resident",NA,"40 of 40","Open Country:  Developed/Disturbed",NA
"GA","Georgia","rosspo1","Roseate Spoonbill","Platalea ajaja",0.06,0.25,0,0,"postbreeding_migration","06-07",0.4457,"4 of 6","Coasts:  Mangroves","Wetlands:  Freshwater Marsh"
"GA","Georgia","royter1","Royal Tern","Thalasseus maximus",3.2,4.99,0.72,2.84,"postbreeding_migration","08-23",8.797,"5 of 13","Coasts:  Beach and Estuary","Coasts:  Marine Waters"
"GA","Georgia","rthhum","Ruby-throated Hummingbird","Archilochus colubris",4.69,3.69,0,4.28,"prebreeding_migration","04-12",11.73,"5 of 37","Forests:  Temperate Eastern",NA
"GA","Georgia","ruckin","Ruby-crowned Kinglet","Corthylio calendula",0,1.94,5.4,1.21,"prebreeding_migration","03-15",5.843,NA,"Forests:  Boreal","Forests:  Temperate Western"
"GA","Georgia","rudduc","Ruddy Duck","Oxyura jamaicensis",0,0.08,0.24,0.06,"nonbreeding","01-04",0.3013,NA,"Wetlands:  Seasonally Wet Grasslands","Wetlands:  Freshwater Marsh"
"GA","Georgia","rudtur","Ruddy Turnstone","Arenaria interpres",0.21,0.53,0.98,1.35,"prebreeding_migration","05-10",2.796,"9 of 19","Coasts:  Tundra","Wetlands:  Tundra"
"GA","Georgia","rusbla","Rusty Blackbird","Euphagus carolinus",0,0.15,1.13,0.11,"postbreeding_migration","12-06",2.894,NA,"Wetlands:  Boreal",NA
"GA","Georgia","sancra","Sandhill Crane","Antigone canadensis",0,0.1,1.28,0.25,"prebreeding_migration","02-15",3.758,NA,"Wetlands:  Generalist",NA
"GA","Georgia","sander","Sanderling","Calidris alba",0.14,1.05,1.06,1.19,"prebreeding_migration","05-10",3.102,"10 of 17","Tundra:  Arctic","Wetlands:  Tundra"
"GA","Georgia","santer1","Sandwich Tern","Thalasseus sandvicensis",0.39,0.45,0.01,0.02,"postbreeding_migration","09-27",1.169,"8 of 9","Coasts:  Beach and Estuary","Coasts:  Marine Waters"
"GA","Georgia","savspa","Savannah Sparrow","Passerculus sandwichensis",0,0.39,2.7,0.63,"nonbreeding","12-13",3.063,NA,"Grasslands:  Temperate","Tundra:  Arctic"
"GA","Georgia","saypho","Say's Phoebe","Sayornis saya",0,0,0.01,0,"prebreeding_migration","02-15",0.01862,NA,"Aridlands:  Desert Scrub","Forests:  Temperate Western"
"GA","Georgia","scatan","Scarlet Tanager","Piranga olivacea",1.71,3.83,0,2.8,"postbreeding_migration","10-11",12.01,"17 of 34","Forests:  Temperate Eastern",NA
"GA","Georgia","seaspa","Seaside Sparrow","Ammospiza maritima",0.3,3.7,15.75,1.55,"nonbreeding","01-11",46.26,"12 of 16","Coasts:  Saltmarsh",NA
"GA","Georgia","sedwre1","Sedge Wren","Cistothorus stellaris",0,0.18,3.27,0.02,"nonbreeding","01-11",6.031,NA,"Grasslands:  Temperate","Wetlands:  Seasonally Wet Grasslands"
"GA","Georgia","semplo","Semipalmated Plover","Charadrius semipalmatus",0.13,1.1,10.51,1.37,"nonbreeding","01-11",22.79,"5 of 11","Coasts:  Beach and Estuary","Tundra:  Arctic"
"GA","Georgia","semsan","Semipalmated Sandpiper","Calidris pusilla",0,0.02,0,0.37,"prebreeding_migration","05-10",2.167,NA,"Wetlands:  Tundra",NA
"GA","Georgia","shbdow","Short-billed Dowitcher","Limnodromus griseus",1.18,2.35,4.65,4.08,"nonbreeding","01-04",10.8,"4 of 20","Wetlands:  Boreal",NA
"GA","Georgia","shshaw","Sharp-shinned Hawk","Accipiter striatus",0,0.19,0.9,0.16,"nonbreeding","02-22",1.431,NA,"Forests:  Temperate Generalist",NA
"GA","Georgia","snoegr","Snowy Egret","Egretta thula",0.28,0.36,0.16,0.18,"postbreeding_migration","09-06",0.5189,"8 of 32","Wetlands:  Generalist","Coasts:  Saltmarsh"
"GA","Georgia","solsan","Solitary Sandpiper","Tringa solitaria",0,0.11,0,0.19,"prebreeding_migration","04-26",2.91,NA,"Wetlands:  Boreal",NA
"GA","Georgia","sonspa","Song Sparrow","Melospiza melodia",0.15,1.46,3.61,0.77,"postbreeding_migration","11-15",4.067,"37 of 43","Open Country:  Habitat Mosaic",NA
"GA","Georgia","sora","Sora","Porzana carolina",0,0.01,0.12,0.01,"nonbreeding","01-18",0.2502,NA,"Wetlands:  Freshwater Marsh",NA
"GA","Georgia","sposan","Spotted Sandpiper","Actitis macularius",0,0.07,0.04,0.18,"prebreeding_migration","05-03",1.111,NA,"Wetlands:  Generalist",NA
"GA","Georgia","sstspa","Saltmarsh Sparrow","Ammospiza caudacuta",0,4.15,41.84,6.46,"nonbreeding","03-15",74.81,NA,"Coasts:  Saltmarsh",NA
"GA","Georgia","stisan","Stilt Sandpiper","Calidris himantopus",0,0.02,0,0.01,"postbreeding_migration","09-27",0.2248,NA,"Wetlands:  Tundra","Tundra:  Arctic"
"GA","Georgia","sumtan","Summer Tanager","Piranga rubra",5.46,3.35,0,4.72,"prebreeding_migration","04-19",6.713,"6 of 30","Forests:  Temperate Eastern",NA
"GA","Georgia","swaspa","Swamp Sparrow","Melospiza georgiana",0,2.61,5.76,1.29,"prebreeding_migration","03-08",6.856,NA,"Wetlands:  Boreal","Wetlands:  Freshwater Marsh"
"GA","Georgia","swathr","Swainson's Thrush","Catharus ustulatus",0,1.07,0,0.04,"postbreeding_migration","10-04",4.69,NA,"Forests:  Boreal","Forests:  Temperate Western"
"GA","Georgia","swawar","Swainson's Warbler","Limnothlypis swainsonii",7.1,6.7,0,9.81,"postbreeding_migration","08-16",19.5,"6 of 16","Forests:  Temperate Eastern",NA
"GA","Georgia","swtkit","Swallow-tailed Kite","Elanoides forficatus",0.68,0.8,0,0.1,"postbreeding_migration","08-02",4.07,"2 of 8","Forests:  Temperate Eastern","Forests:  Tropical Montane Evergreen"
"GA","Georgia","tenwar","Tennessee Warbler","Leiothlypis peregrina",0,0.7,0,0.02,"postbreeding_migration","10-11",5.469,NA,"Forests:  Boreal",NA
"GA","Georgia","treswa","Tree Swallow","Tachycineta bicolor",0.04,0.28,5.06,1.59,"nonbreeding","01-04",5.923,"42 of 47","Wetlands Aerial:  Generalist",NA
"GA","Georgia","triher","Tricolored Heron","Egretta tricolor",0.72,1.19,1.22,1.12,"postbreeding_migration","07-19",1.895,"5 of 11","Wetlands:  Generalist","Coasts:  Saltmarsh"
"GA","Georgia","tuftit","Tufted Titmouse","Baeolophus bicolor",7.6,7.6,7.6,7.6,"resident","year round resident",NA,"2 of 35","Forests:  Temperate Eastern",NA
"GA","Georgia","turvul","Turkey Vulture","Cathartes aura",0.76,0.98,2.04,1.15,"nonbreeding","01-04",2.198,"15 of 48","Open Country:  Habitat Mosaic",NA
"GA","Georgia","veery","Veery","Catharus fuscescens",0.01,3.06,0,0.15,"postbreeding_migration","09-27",18.88,"29 of 29","Forests:  Temperate Eastern","Forests:  Temperate Western"
"GA","Georgia","verfly","Vermilion Flycatcher","Pyrocephalus rubinus",0,0,0.01,0,"nonbreeding","11-22",0.02253,NA,"Open Country:  Habitat Mosaic",NA
"GA","Georgia","vesspa","Vesper Sparrow","Pooecetes gramineus",0,0.17,0.73,0.2,"postbreeding_migration","12-06",1.083,NA,"Grasslands:  Temperate",NA
"GA","Georgia","virrai","Virginia Rail","Rallus limicola",0,0.06,0.26,0.01,"nonbreeding","01-11",0.4206,NA,"Wetlands:  Freshwater Marsh",NA
"GA","Georgia","wessan","Western Sandpiper","Calidris mauri",0,0.2,0.36,0.08,"nonbreeding","01-18",0.7564,NA,"Wetlands:  Tundra",NA
"GA","Georgia","whbnut","White-breasted Nuthatch","Sitta carolinensis",1.47,1.47,1.47,1.47,"resident","year round resident",NA,"23 of 48","Forests:  Temperate Eastern","Forests:  Temperate Western"
"GA","Georgia","whcspa","White-crowned Sparrow","Zonotrichia leucophrys",0,0.01,0.02,0,"postbreeding_migration","11-15",0.04496,NA,"Tundra:  Arctic","Forests:  Boreal"
"GA","Georgia","whevir","White-eyed Vireo","Vireo griseus",6.63,8.29,3.54,8.01,"postbreeding_migration","10-04",10.87,"7 of 26","Forests:  Temperate Eastern","Forests:  Tropical Dry"
"GA","Georgia","whiibi","White Ibis","Eudocimus albus",4.06,3.52,1.21,3.92,"unidentified","07-05",6.239,"4 of 12","Wetlands:  Generalist","Coasts:  Mangroves"
"GA","Georgia","whimbr","Whimbrel","Numenius phaeopus",0.01,0.03,0,0.87,"prebreeding_migration","05-10",3.9,"9 of 9","Tundra:  Arctic","Wetlands:  Boreal"
"GA","Georgia","whrsan","White-rumped Sandpiper","Calidris fuscicollis",0,0,0,0.01,"prebreeding_migration","05-10",0.03354,NA,"Wetlands:  Tundra",NA
"GA","Georgia","whtspa","White-throated Sparrow","Zonotrichia albicollis",0,0.95,2.62,0.47,"postbreeding_migration","12-06",3.098,NA,"Forests:  Boreal",NA
"GA","Georgia","willet1","Willet","Tringa semipalmata",0.33,1.03,1.03,1.07,"postbreeding_migration","08-16",1.789,"20 of 30","Wetlands:  Seasonally Wet Grasslands","Coasts:  Saltmarsh"
"GA","Georgia","wilplo","Wilson's Plover","Anarhynchus wilsonia",1.97,1.3,0.68,1.16,"postbreeding_migration","08-02",2.676,"6 of 8","Coasts:  Beach and Estuary",NA
"GA","Georgia","wilsni1","Wilson's Snipe","Gallinago delicata",0,0.52,3.02,0.21,"prebreeding_migration","02-15",5.012,NA,"Wetlands:  Generalist",NA
"GA","Georgia","wiltur","Wild Turkey","Meleagris gallopavo",0.86,0.86,0.86,0.86,"resident","year round resident",NA,"31 of 49","Forests:  Temperate Generalist",NA
"GA","Georgia","winwre3","Winter Wren","Troglodytes hiemalis",0,2.13,5.59,0.32,"nonbreeding","01-11",6.386,NA,"Forests:  Boreal","Forests:  Temperate Eastern"
"GA","Georgia","woewar1","Worm-eating Warbler","Helmitheros vermivorum",2.02,2.49,0,3.4,"prebreeding_migration","04-12",7.431,"15 of 26","Forests:  Temperate Eastern",NA
"GA","Georgia","wooduc","Wood Duck","Aix sponsa",2.62,3.64,10.66,4.83,"postbreeding_migration","11-29",14.45,"14 of 48","Wetlands:  Forested","Forests:  Temperate Eastern"
"GA","Georgia","woosto","Wood Stork","Mycteria americana",0.54,0.47,0.22,0.9,"prebreeding_migration","05-31",1.182,"5 of 10","Wetlands:  Forested","Wetlands:  Freshwater Marsh"
"GA","Georgia","woothr","Wood Thrush","Hylocichla mustelina",3,4.96,0,4.03,"postbreeding_migration","10-11",12.56,"13 of 36","Forests:  Temperate Eastern",NA
"GA","Georgia","y00475","American Coot","Fulica americana",0,0.36,0.51,0.24,"prebreeding_migration","02-15",0.8652,NA,"Wetlands:  Freshwater Marsh",NA
"GA","Georgia","ycnher","Yellow-crowned Night Heron","Nyctanassa violacea",0.17,0.36,0.02,0.07,"postbreeding_migration","07-05",0.6854,"13 of 22","Wetlands:  Generalist","Coasts:  Mangroves"
"GA","Georgia","yebcha","Yellow-breasted Chat","Icteria virens",2.52,0.58,0,3.5,"prebreeding_migration","04-26",4.82,"11 of 38","Forests:  Temperate Eastern","Forests:  Temperate Western"
"GA","Georgia","yebcuc","Yellow-billed Cuckoo","Coccyzus americanus",3.13,4.54,0,3.7,"postbreeding_migration","10-11",11.25,"12 of 40","Forests:  Temperate Eastern",NA
"GA","Georgia","yebsap","Yellow-bellied Sapsucker","Sphyrapicus varius",0,3.42,8,0.73,"postbreeding_migration","10-25",8.939,NA,"Forests:  Boreal","Forests:  Temperate Eastern"
"GA","Georgia","yelwar","Yellow Warbler","Setophaga petechia",0,0.03,0,0.01,"prebreeding_migration","04-26",0.2514,NA,"Forests:  Temperate Generalist","Wetlands:  Generalist"
"GA","Georgia","yerwar","Yellow-rumped Warbler","Setophaga coronata",0,0.95,5.15,1.32,"prebreeding_migration","03-08",7.536,NA,"Forests:  Boreal","Forests:  Temperate Western"
"GA","Georgia","yetvir","Yellow-throated Vireo","Vireo flavifrons",5.33,5.55,0,6.89,"prebreeding_migration","04-05",10.76,"8 of 37","Forests:  Temperate Eastern",NA
"GA","Georgia","yetwar","Yellow-throated Warbler","Setophaga dominica",9.44,5.29,0.18,11.24,"prebreeding_migration","03-08",21.9,"1 of 24","Forests:  Temperate Eastern",NA
"HI","Hawaii","apapan","Apapane","Himatione sanguinea",100,100,100,100,"resident","locally endemic year round",100,"1 of 1",NA,NA
